epoch,loss,val_loss
0,7.289983161211014,5.323502506679959
1,5.98224550485611,4.765903932783338
2,5.791034222364425,4.7013691707893654
3,5.678094549179077,4.708361969700566
4,5.530599095572109,4.589130532653243
5,5.537222238302231,4.58874855182789
6,5.374021146297455,4.827321135556256
7,5.2452461373806,4.527029248343574
8,5.21082572388649,4.439167972847267
9,5.152361349680234,4.22484234739233
10,5.071183007478714,4.4934665125387685
11,5.116398384809494,4.3511733390666825
12,5.150198132038116,4.285072909107915
13,5.098088671291632,4.1695545122358535
14,5.068394110441208,4.1342275428771975
15,5.063653754234314,4.347127722280997
16,4.988545981168747,4.130269852390995
17,4.911687797784805,4.031825250696253
18,4.835515086205976,4.049004501766628
19,4.8987771685123445,4.072790839583785
20,4.870591201543808,4.04493448999193
21,4.8070981106758115,4.087940291651973
22,4.886967280626297,3.9805866297969112
23,4.721906922232097,3.989011940073084
24,4.8113788340091705,4.022075894673665
25,4.766462391376495,3.9515469017735234
26,4.827410212993621,3.9510377626065853
27,4.735568488580457,3.938565423047101
28,4.6766118803024295,3.9609853977627223
29,4.716332172393799,3.9140425314726652
30,4.688759277105332,3.8008939358040137
31,4.570308527469635,3.8275818973117404
32,4.6456482025192285,3.8948618789955423
33,4.541534215927124,3.7512775329307275
34,4.548145388126374,3.854907832322297
35,4.652450253963471,3.7893616785826505
36,4.672509913682938,3.8630219954031486
37,4.540746064589225,3.763388220469157
38,4.589288706064225,3.7476798032831264
39,4.4188719720840455,3.723192839799104
40,4.494719378709793,3.694380536256013
41,4.548897240625852,3.6710968568589952
42,4.531547841310501,3.8851352041739005
43,4.553938930273056,3.92593081191734
44,4.6107192056179045,3.7635090873859545
45,4.590422417879105,3.6873548366405346
46,4.38678220488418,3.590073682643749
47,4.466371799230576,3.6382885456085203
48,4.556043233633042,3.6718827992898446
49,4.478602620840072,3.6652972390916614
50,4.418373333930969,3.659729174154776
51,4.372150788610133,3.6146105854599564
52,4.387978267192841,3.728216735345346
53,4.358859534502029,3.5936693244510227
54,4.367039453029633,3.528262551272357
55,4.441709755777776,3.660956742675216
56,4.38750363612175,3.665339312730012
57,4.2933853855133055,3.6008887252101194
58,4.388750455856323,3.517008764832108
59,4.3014289801120755,3.5930340124059605
60,4.3193010669639555,3.646517473856608
61,4.42556090426445,3.520292125631262
62,4.3576400213241575,3.470991944560298
63,4.284032042741775,3.5518055078718396
64,4.361526434898376,3.5281961868427416
65,4.301823017297833,3.5024030865563285
66,4.318071360349655,3.5199909178415933
67,4.261135826826096,3.5482722734521936
68,4.220588564157486,3.556636555283158
69,4.251155755948043,3.469819900724623
70,4.2894798405170445,3.4649867142571344
71,4.2299747105836865,3.537106065750122
72,4.228784133195877,3.4105679889961524
73,4.1646280822753905,3.410713220525671
74,4.114747713064181,3.396312818174009
75,4.236343629360199,3.3803719683046696
76,4.193972463130951,3.5467332463794286
77,4.224646188497544,3.441984669720685
78,4.173228441088601,3.366147866072478
79,4.178957986354828,3.4101893958338985
80,3.9848320796489713,3.192866078129521
81,3.886904454946518,3.166801746333087
82,3.890796730160713,3.1439563463352345
83,3.875876670124651,3.130099574195014
84,3.79713481426239,3.117212575276693
85,3.819373830318451,3.1157328104089808
86,3.8048254874944685,3.105000187202736
87,3.7984887356758117,3.1076022197582103
88,3.788474463533914,3.0918265038949473
89,3.762204167127609,3.0856520264237015
90,3.7774524186849594,3.075784286039847
91,3.723206616997719,3.0732524440906666
92,3.7691832935291267,3.0758235811304164
93,3.7849494489431383,3.0685227962776467
94,3.782230906367302,3.058846009572347
95,3.7032420400381088,3.052854019800822
96,3.76993687415123,3.0516896971949823
97,3.7498474050725084,3.0414290027265194
98,3.743954334616661,3.0431789210990625
99,3.741167804002762,3.0389529546101888
100,3.7647349900007248,3.0317465471338343
101,3.7160996705293656,3.0277381851055005
102,3.741778076619372,3.025997145264237
103,3.705797762989998,3.0230800335495562
104,3.7056265000104904,3.021969010918229
105,3.664580051422119,3.017839755482144
106,3.727184595257834,3.02011110358768
107,3.6295567193031313,3.0165736110122117
108,3.6593986825942992,3.017077426557188
109,3.7031444076299667,3.0173832363552515
110,3.6997824968099593,3.0160048534252026
111,3.7514568724114636,3.01557861716659
112,3.681563474178314,3.013468193301448
113,3.686660941720009,3.0129978455437554
114,3.6248129715919495,3.010866938167148
115,3.684531547307968,3.01108725865682
116,3.6931955489950097,3.012058452323631
117,3.7424549424648283,3.010774957868788
118,3.6786978303194044,3.009580598760534
119,3.7132167143821717,3.0087923440226803
